ROWID,Country,SourceYear,Harmonized System (HS) Code,Commodities,Import value of each commodity,Percentage share of each commodity ( % ),YearCode,Year
154,India,2019-20,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE,22964.11,0.0068,2019,"Financial Year (Apr - Mar), 2019"
155,India,1997-98,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE,1905.38,0.0124,1997,"Financial Year (Apr - Mar), 1997"
156,India,1996-97,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE,3509.04,0.0253,1996,"Financial Year (Apr - Mar), 1996"
157,India,1999-00,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,42846.47,0.1988,1999,"Financial Year (Apr - Mar), 1999"
158,India,2000-01,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,51827.33,0.2245,2000,"Financial Year (Apr - Mar), 2000"
159,India,2018-19,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,837434.3,0.233,2018,"Financial Year (Apr - Mar), 2018"
160,India,2019-20,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,1118958.56,0.3329,2019,"Financial Year (Apr - Mar), 2019"
161,India,2021-22,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,1730583.31,0.3785,2021,"Financial Year (Apr - Mar), 2021"
162,India,2004-05,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,201872.63,0.4029,2004,"Financial Year (Apr - Mar), 2004"
163,India,2011-12,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,948897.06,0.4046,2011,"Financial Year (Apr - Mar), 2011"
164,India,2005-06,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,282303.79,0.4275,2005,"Financial Year (Apr - Mar), 2005"
165,India,2020-21,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,1247083.49,0.4277,2020,"Financial Year (Apr - Mar), 2020"
166,India,2010-11,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,758227.28,0.4504,2010,"Financial Year (Apr - Mar), 2010"
167,India,1998-99,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,81283.7,0.4558,1998,"Financial Year (Apr - Mar), 1998"
168,India,2013-14,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,1292814.67,0.4761,2013,"Financial Year (Apr - Mar), 2013"
169,India,2008-09,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,655619.45,0.477,2008,"Financial Year (Apr - Mar), 2008"
170,India,2012-13,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,1340834.48,0.5023,2012,"Financial Year (Apr - Mar), 2012"
171,India,2006-07,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,457860.14,0.5447,2006,"Financial Year (Apr - Mar), 2006"
172,India,2007-08,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,567487.88,0.5606,2007,"Financial Year (Apr - Mar), 2007"
173,India,2014-15,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,1735882.15,0.6342,2014,"Financial Year (Apr - Mar), 2014"
174,India,2017-18,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,1913817.62,0.6377,2017,"Financial Year (Apr - Mar), 2017"
175,India,1996-97,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,94196.79,0.6781,1996,"Financial Year (Apr - Mar), 1996"
176,India,2003-04,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,262217.43,0.7302,2003,"Financial Year (Apr - Mar), 2003"
177,India,2009-10,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,1065397.91,0.7812,2009,"Financial Year (Apr - Mar), 2009"
178,India,1997-98,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,128638.26,0.8344,1997,"Financial Year (Apr - Mar), 1997"
179,India,2002-03,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,304998.67,1.0262,2002,"Financial Year (Apr - Mar), 2002"
180,India,2015-16,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,2640929.37,1.0605,2015,"Financial Year (Apr - Mar), 2015"
181,India,2016-17,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,2881296.95,1.1178,2016,"Financial Year (Apr - Mar), 2016"
182,India,2001-02,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS,342531.52,1.3969,2001,"Financial Year (Apr - Mar), 2001"
183,India,2007-08,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,357620.54,0.3533,2007,"Financial Year (Apr - Mar), 2007"
184,India,2008-09,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,504865.71,0.3673,2008,"Financial Year (Apr - Mar), 2008"
185,India,2010-11,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,629189.12,0.3737,2010,"Financial Year (Apr - Mar), 2010"
186,India,2011-12,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,1005133.98,0.4285,2011,"Financial Year (Apr - Mar), 2011"
187,India,2009-10,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,592289.77,0.4343,2009,"Financial Year (Apr - Mar), 2009"
188,India,2012-13,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,1174438.03,0.44,2012,"Financial Year (Apr - Mar), 2012"
189,India,2006-07,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,373664.31,0.4446,2006,"Financial Year (Apr - Mar), 2006"
190,India,2013-14,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,1248092.85,0.4596,2013,"Financial Year (Apr - Mar), 2013"
191,India,2001-02,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,118949.58,0.4851,2001,"Financial Year (Apr - Mar), 2001"
192,India,2005-06,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,348468.02,0.5277,2005,"Financial Year (Apr - Mar), 2005"
193,India,2004-05,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,291165.19,0.5811,2004,"Financial Year (Apr - Mar), 2004"
194,India,2014-15,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,1628775.2,0.5951,2014,"Financial Year (Apr - Mar), 2014"
195,India,2003-04,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,217492.98,0.6056,2003,"Financial Year (Apr - Mar), 2003"
196,India,2021-22,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,2786945.56,0.6095,2021,"Financial Year (Apr - Mar), 2021"
198,India,2019-20,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,2337292.24,0.6954,2019,"Financial Year (Apr - Mar), 2019"
199,India,2018-19,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,2532393.06,0.7045,2018,"Financial Year (Apr - Mar), 2018"
200,India,2017-18,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,2191133.19,0.7301,2017,"Financial Year (Apr - Mar), 2017"
201,India,2000-01,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,176347.66,0.7638,2000,"Financial Year (Apr - Mar), 2000"
202,India,2016-17,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,2039898.68,0.7914,2016,"Financial Year (Apr - Mar), 2016"
203,India,2015-16,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,1988399.14,0.7985,2015,"Financial Year (Apr - Mar), 2015"
204,India,2020-21,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,2341439.66,0.803,2020,"Financial Year (Apr - Mar), 2020"
205,India,1996-97,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,114362.76,0.8232,1996,"Financial Year (Apr - Mar), 1996"
206,India,1999-00,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,178951.33,0.8303,1999,"Financial Year (Apr - Mar), 1999"
207,India,1997-98,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,134230.55,0.8706,1997,"Financial Year (Apr - Mar), 1997"
208,India,1998-99,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS,163942.85,0.9193,1998,"Financial Year (Apr - Mar), 1998"
209,India,1996-97,9,"COFFEE, TEA, MATE AND SPICES",8744.49,0.0629,1996,"Financial Year (Apr - Mar), 1996"
210,India,2008-09,9,"COFFEE, TEA, MATE AND SPICES",111785.55,0.0813,2008,"Financial Year (Apr - Mar), 2008"
211,India,2010-11,9,"COFFEE, TEA, MATE AND SPICES",141518.93,0.0841,2010,"Financial Year (Apr - Mar), 2010"
212,India,1997-98,9,"COFFEE, TEA, MATE AND SPICES",13805.36,0.0895,1997,"Financial Year (Apr - Mar), 1997"
213,India,2011-12,9,"COFFEE, TEA, MATE AND SPICES",212188.2,0.0905,2011,"Financial Year (Apr - Mar), 2011"
214,India,2006-07,9,"COFFEE, TEA, MATE AND SPICES",80161.51,0.0954,2006,"Financial Year (Apr - Mar), 2006"
215,India,2007-08,9,"COFFEE, TEA, MATE AND SPICES",101534.36,0.1003,2007,"Financial Year (Apr - Mar), 2007"
216,India,1999-00,9,"COFFEE, TEA, MATE AND SPICES",23448.27,0.1088,1999,"Financial Year (Apr - Mar), 1999"
217,India,2009-10,9,"COFFEE, TEA, MATE AND SPICES",149195.15,0.1094,2009,"Financial Year (Apr - Mar), 2009"
218,India,2012-13,9,"COFFEE, TEA, MATE AND SPICES",294543.93,0.1104,2012,"Financial Year (Apr - Mar), 2012"
219,India,2000-01,9,"COFFEE, TEA, MATE AND SPICES",25998.11,0.1126,2000,"Financial Year (Apr - Mar), 2000"
220,India,2013-14,9,"COFFEE, TEA, MATE AND SPICES",319437.51,0.1176,2013,"Financial Year (Apr - Mar), 2013"
221,India,2005-06,9,"COFFEE, TEA, MATE AND SPICES",84551.55,0.128,2005,"Financial Year (Apr - Mar), 2005"
222,India,2004-05,9,"COFFEE, TEA, MATE AND SPICES",64778.21,0.1293,2004,"Financial Year (Apr - Mar), 2004"
223,India,2018-19,9,"COFFEE, TEA, MATE AND SPICES",503698.54,0.1401,2018,"Financial Year (Apr - Mar), 2018"
224,India,2003-04,9,"COFFEE, TEA, MATE AND SPICES",52122.39,0.1451,2003,"Financial Year (Apr - Mar), 2003"
225,India,2021-22,9,"COFFEE, TEA, MATE AND SPICES",703211.19,0.1538,2021,"Financial Year (Apr - Mar), 2021"
226,India,2014-15,9,"COFFEE, TEA, MATE AND SPICES",446276.14,0.163,2014,"Financial Year (Apr - Mar), 2014"
227,India,2019-20,9,"COFFEE, TEA, MATE AND SPICES",552802.47,0.1645,2019,"Financial Year (Apr - Mar), 2019"
228,India,1998-99,9,"COFFEE, TEA, MATE AND SPICES",32302.35,0.1811,1998,"Financial Year (Apr - Mar), 1998"
229,India,2017-18,9,"COFFEE, TEA, MATE AND SPICES",547841.99,0.1826,2017,"Financial Year (Apr - Mar), 2017"
230,India,2001-02,9,"COFFEE, TEA, MATE AND SPICES",45651.18,0.1862,2001,"Financial Year (Apr - Mar), 2001"
231,India,2016-17,9,"COFFEE, TEA, MATE AND SPICES",508214.23,0.1972,2016,"Financial Year (Apr - Mar), 2016"
232,India,2002-03,9,"COFFEE, TEA, MATE AND SPICES",58784.27,0.1978,2002,"Financial Year (Apr - Mar), 2002"
233,India,2020-21,9,"COFFEE, TEA, MATE AND SPICES",590287.17,0.2024,2020,"Financial Year (Apr - Mar), 2020"
234,India,2015-16,9,"COFFEE, TEA, MATE AND SPICES",505681.75,0.2031,2015,"Financial Year (Apr - Mar), 2015"
235,India,2002-03,10,CEREALS,176.11,0.0006,2002,"Financial Year (Apr - Mar), 2002"
236,India,2003-04,10,CEREALS,238.93,0.0007,2003,"Financial Year (Apr - Mar), 2003"
237,India,2004-05,10,CEREALS,667.4,0.0013,2004,"Financial Year (Apr - Mar), 2004"
238,India,2011-12,10,CEREALS,3559.76,0.0015,2011,"Financial Year (Apr - Mar), 2011"
239,India,2001-02,10,CEREALS,448.27,0.0018,2001,"Financial Year (Apr - Mar), 2001"
240,India,2008-09,10,CEREALS,4601.12,0.0033,2008,"Financial Year (Apr - Mar), 2008"
241,India,2012-13,10,CEREALS,12100.21,0.0045,2012,"Financial Year (Apr - Mar), 2012"
242,India,2005-06,10,CEREALS,3045.67,0.0046,2005,"Financial Year (Apr - Mar), 2005"
243,India,2013-14,10,CEREALS,13454.95,0.005,2013,"Financial Year (Apr - Mar), 2013"
244,India,2014-15,10,CEREALS,13649.66,0.005,2014,"Financial Year (Apr - Mar), 2014"
245,India,2021-22,10,CEREALS,42029.58,0.0092,2021,"Financial Year (Apr - Mar), 2021"
246,India,2020-21,10,CEREALS,35715.55,0.0122,2020,"Financial Year (Apr - Mar), 2020"
248,India,2000-01,10,CEREALS,3620.5,0.0157,2000,"Financial Year (Apr - Mar), 2000"
249,India,2010-11,10,CEREALS,31628.7,0.0188,2010,"Financial Year (Apr - Mar), 2010"
250,India,2009-10,10,CEREALS,30860.12,0.0226,2009,"Financial Year (Apr - Mar), 2009"
251,India,2019-20,10,CEREALS,130634.79,0.0389,2019,"Financial Year (Apr - Mar), 2019"
252,India,2015-16,10,CEREALS,122541.25,0.0492,2015,"Financial Year (Apr - Mar), 2015"
253,India,2017-18,10,CEREALS,280666.21,0.0935,2017,"Financial Year (Apr - Mar), 2017"
254,India,2007-08,10,CEREALS,267727.25,0.2645,2007,"Financial Year (Apr - Mar), 2007"
255,India,1996-97,10,CEREALS,40427.39,0.291,1996,"Financial Year (Apr - Mar), 1996"
256,India,2016-17,10,CEREALS,901104.69,0.3496,2016,"Financial Year (Apr - Mar), 2016"
257,India,1999-00,10,CEREALS,91917.82,0.4265,1999,"Financial Year (Apr - Mar), 1999"
258,India,1997-98,10,CEREALS,98938.59,0.6417,1997,"Financial Year (Apr - Mar), 1997"
259,India,1998-99,10,CEREALS,117144.96,0.6569,1998,"Financial Year (Apr - Mar), 1998"
260,India,2006-07,10,CEREALS,586262.62,0.6975,2006,"Financial Year (Apr - Mar), 2006"
261,India,1996-97,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,460.54,0.0033,1996,"Financial Year (Apr - Mar), 1996"
262,India,1997-98,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,556.27,0.0036,1997,"Financial Year (Apr - Mar), 1997"
263,India,2005-06,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,3707.69,0.0056,2005,"Financial Year (Apr - Mar), 2005"
264,India,2008-09,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,8475.46,0.0062,2008,"Financial Year (Apr - Mar), 2008"
265,India,2002-03,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,1951.07,0.0066,2002,"Financial Year (Apr - Mar), 2002"
266,India,2004-05,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,3720.46,0.0074,2004,"Financial Year (Apr - Mar), 2004"
267,India,2010-11,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,12819.77,0.0076,2010,"Financial Year (Apr - Mar), 2010"
268,India,2007-08,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,7769.42,0.0077,2007,"Financial Year (Apr - Mar), 2007"
269,India,2006-07,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,6545.12,0.0078,2006,"Financial Year (Apr - Mar), 2006"
270,India,2003-04,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,2841.94,0.0079,2003,"Financial Year (Apr - Mar), 2003"
271,India,2011-12,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,18607.66,0.0079,2011,"Financial Year (Apr - Mar), 2011"
272,India,2012-13,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,24643.21,0.0092,2012,"Financial Year (Apr - Mar), 2012"
273,India,2009-10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,12669.29,0.0093,2009,"Financial Year (Apr - Mar), 2009"
274,India,2013-14,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,31239.26,0.0115,2013,"Financial Year (Apr - Mar), 2013"
275,India,2021-22,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,57108.66,0.0125,2021,"Financial Year (Apr - Mar), 2021"
276,India,2014-15,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,37570.06,0.0137,2014,"Financial Year (Apr - Mar), 2014"
277,India,2018-19,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,51720.65,0.0144,2018,"Financial Year (Apr - Mar), 2018"
278,India,2001-02,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,3573.69,0.0146,2001,"Financial Year (Apr - Mar), 2001"
279,India,2015-16,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,37262.54,0.015,2015,"Financial Year (Apr - Mar), 2015"
280,India,2019-20,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,52256.62,0.0155,2019,"Financial Year (Apr - Mar), 2019"
281,India,2016-17,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,40213.32,0.0156,2016,"Financial Year (Apr - Mar), 2016"
282,India,2017-18,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,49676.38,0.0166,2017,"Financial Year (Apr - Mar), 2017"
283,India,2020-21,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,49283.94,0.0169,2020,"Financial Year (Apr - Mar), 2020"
661,India,2001-02,26,"ORES, SLAG AND ASH",219567.42,0.8955,2001,"Financial Year (Apr - Mar), 2001"
284,India,2000-01,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,5256.68,0.0228,2000,"Financial Year (Apr - Mar), 2000"
285,India,1998-99,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,6132.1,0.0344,1998,"Financial Year (Apr - Mar), 1998"
286,India,1999-00,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,8023.38,0.0372,1999,"Financial Year (Apr - Mar), 1999"
287,India,1996-97,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",4495.63,0.0324,1996,"Financial Year (Apr - Mar), 1996"
288,India,1997-98,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",5145.03,0.0334,1997,"Financial Year (Apr - Mar), 1997"
289,India,2011-12,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",89108.42,0.038,2011,"Financial Year (Apr - Mar), 2011"
290,India,2010-11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",78496.38,0.0466,2010,"Financial Year (Apr - Mar), 2010"
291,India,2001-02,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",11596.83,0.0473,2001,"Financial Year (Apr - Mar), 2001"
292,India,2005-06,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",32050.88,0.0485,2005,"Financial Year (Apr - Mar), 2005"
293,India,2008-09,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",68009.57,0.0495,2008,"Financial Year (Apr - Mar), 2008"
294,India,2012-13,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",135652.07,0.0508,2012,"Financial Year (Apr - Mar), 2012"
295,India,1998-99,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",9074.86,0.0509,1998,"Financial Year (Apr - Mar), 1998"
296,India,2006-07,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",42916.54,0.0511,2006,"Financial Year (Apr - Mar), 2006"
297,India,2004-05,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",25670.96,0.0512,2004,"Financial Year (Apr - Mar), 2004"
298,India,2000-01,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",11903.7,0.0516,2000,"Financial Year (Apr - Mar), 2000"
299,India,2007-08,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",54885.38,0.0542,2007,"Financial Year (Apr - Mar), 2007"
300,India,1999-00,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",12046.77,0.0559,1999,"Financial Year (Apr - Mar), 1999"
301,India,2003-04,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",21294.37,0.0593,2003,"Financial Year (Apr - Mar), 2003"
347,India,2009-10,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED,3422.31,0.0025,2009,"Financial Year (Apr - Mar), 2009"
302,India,2009-10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",81750.64,0.0599,2009,"Financial Year (Apr - Mar), 2009"
303,India,2002-03,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",18473.21,0.0622,2002,"Financial Year (Apr - Mar), 2002"
304,India,2014-15,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",196583.74,0.0718,2014,"Financial Year (Apr - Mar), 2014"
305,India,2017-18,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",230199.06,0.0767,2017,"Financial Year (Apr - Mar), 2017"
306,India,2013-14,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",216876.57,0.0799,2013,"Financial Year (Apr - Mar), 2013"
307,India,2015-16,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",214340.46,0.0861,2015,"Financial Year (Apr - Mar), 2015"
308,India,2016-17,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",255562.66,0.0991,2016,"Financial Year (Apr - Mar), 2016"
309,India,2018-19,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",398583.94,0.1109,2018,"Financial Year (Apr - Mar), 2018"
310,India,2021-22,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",675577.87,0.1477,2021,"Financial Year (Apr - Mar), 2021"
311,India,2019-20,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",546410.68,0.1626,2019,"Financial Year (Apr - Mar), 2019"
312,India,2020-21,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER",557987.77,0.1914,2020,"Financial Year (Apr - Mar), 2020"
313,India,2008-09,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",35433.38,0.0258,2008,"Financial Year (Apr - Mar), 2008"
314,India,2011-12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",60945.03,0.026,2011,"Financial Year (Apr - Mar), 2011"
315,India,2007-08,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",31716.43,0.0313,2007,"Financial Year (Apr - Mar), 2007"
316,India,2009-10,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",43462.76,0.0319,2009,"Financial Year (Apr - Mar), 2009"
317,India,2010-11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",53662,0.0319,2010,"Financial Year (Apr - Mar), 2010"
318,India,2012-13,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",88061.54,0.033,2012,"Financial Year (Apr - Mar), 2012"
319,India,2005-06,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",24130.98,0.0365,2005,"Financial Year (Apr - Mar), 2005"
320,India,2013-14,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS",99866.18,0.0368,2013,"Financial Year (Apr - Mar), 2013"
